order_id,order_date,customer_name,amount_usd,status,payment_method,customer_ip,fraud_score_at_purchase,card_bin_masked,billing_country,carrier,delivery_status
NW-2026-03-K353,2026-03-08,Customer-4109,325.20,completed,mastercard,35.25.51.118,FRAUD-SCORE-0.531,4111111111111111,DE,USPS,in_transit
NW-2026-03-J960,2026-03-13,Customer-7435,81.91,cancelled,paypal,217.157.174.15,FRAUD-SCORE-0.158,5200828282828210,DE,FedEx,lost
NW-2026-03-C536,2026-03-21,Customer-4188,472.15,cancelled,paypal,20.232.138.189,FRAUD-SCORE-0.628,4000000000000000,DE,FedEx,returned
NW-2026-03-I221,2026-03-14,Customer-6860,336.74,refunded,visa,16.156.54.113,FRAUD-SCORE-0.296,5200828282828210,US,USPS,in_transit
NW-2026-03-G475,2026-03-07,Customer-2846,101.96,disputed,paypal,209.185.26.169,FRAUD-SCORE-0.320,5200828282828210,AU,USPS,returned
NW-2026-03-C965,2026-03-06,Customer-1815,31.27,refunded,mastercard,33.86.90.167,FRAUD-SCORE-0.108,4000000000000000,AU,UPS,delivered
NW-2026-03-C414,2026-03-27,Customer-8004,319.90,completed,visa,85.22.153.92,FRAUD-SCORE-0.597,4000000000000000,AU,DHL,in_transit
NW-2026-03-I557,2026-03-22,Customer-3530,120.44,refunded,mastercard,113.182.124.15,FRAUD-SCORE-0.555,5200828282828210,DE,USPS,returned
NW-2026-03-G404,2026-03-08,Customer-8947,176.07,completed,mastercard,94.61.238.153,FRAUD-SCORE-0.714,4111111111111111,AU,DHL,returned
NW-2026-03-F841,2026-03-27,Customer-2384,184.10,disputed,visa,181.116.111.241,FRAUD-SCORE-0.308,4000000000000000,US,USPS,delivered
NW-2026-03-D858,2026-03-16,Customer-6749,214.18,completed,mastercard,234.228.212.185,FRAUD-SCORE-0.778,4111111111111111,GB,DHL,returned
NW-2026-03-J912,2026-03-23,Customer-7613,419.75,completed,paypal,132.67.33.186,FRAUD-SCORE-0.866,4000000000000000,DE,DHL,returned
NW-2026-03-G373,2026-03-22,Customer-9969,387.72,completed,amex,44.40.96.26,FRAUD-SCORE-0.710,4111111111111111,US,DHL,returned
NW-2026-03-H814,2026-03-09,Customer-2355,425.41,disputed,amex,46.175.16.149,FRAUD-SCORE-0.518,4111111111111111,CA,UPS,lost
NW-2026-03-B534,2026-03-23,Customer-1434,242.38,refunded,mastercard,187.79.169.125,FRAUD-SCORE-0.148,5200828282828210,AU,UPS,in_transit
NW-2026-03-C679,2026-03-26,Customer-6225,51.90,disputed,mastercard,55.28.142.34,FRAUD-SCORE-0.264,4000000000000000,US,USPS,lost
NW-2026-03-H212,2026-03-03,Customer-5281,468.05,completed,amex,9.48.224.188,FRAUD-SCORE-0.267,4111111111111111,US,UPS,returned
NW-2026-03-J126,2026-03-31,Customer-3786,402.76,disputed,paypal,189.131.109.180,FRAUD-SCORE-0.813,5200828282828210,US,DHL,delivered
NW-2026-03-H603,2026-03-30,Customer-1408,140.69,disputed,paypal,124.204.227.117,FRAUD-SCORE-0.479,5200828282828210,DE,USPS,in_transit
NW-2026-03-B349,2026-03-25,Customer-2649,470.71,completed,paypal,28.140.251.194,FRAUD-SCORE-0.186,5200828282828210,US,USPS,in_transit
NW-2026-03-A221,2026-03-23,Customer-2661,388.50,disputed,mastercard,94.102.183.109,FRAUD-SCORE-0.738,4111111111111111,CA,DHL,delivered
NW-2026-03-K265,2026-03-13,Customer-5122,231.26,completed,amex,43.125.24.173,FRAUD-SCORE-0.134,5200828282828210,GB,DHL,delivered
NW-2026-03-G938,2026-03-20,Customer-7836,160.75,refunded,paypal,65.2.65.73,FRAUD-SCORE-0.766,5200828282828210,GB,USPS,delivered
NW-2026-03-J746,2026-03-22,Customer-4330,293.97,completed,visa,68.41.242.108,FRAUD-SCORE-0.893,4111111111111111,GB,DHL,returned
NW-2026-03-H653,2026-03-27,Customer-9731,148.82,disputed,amex,91.182.28.17,FRAUD-SCORE-0.638,4000000000000000,CA,DHL,returned
NW-2026-03-E964,2026-03-06,Customer-3342,409.95,cancelled,mastercard,141.73.150.59,FRAUD-SCORE-0.450,4000000000000000,AU,DHL,delivered
NW-2026-03-H855,2026-03-15,Customer-3865,169.16,completed,paypal,73.46.160.34,FRAUD-SCORE-0.870,4000000000000000,AU,USPS,in_transit
NW-2026-03-C512,2026-03-04,Customer-3235,490.42,completed,amex,61.182.76.240,FRAUD-SCORE-0.695,4111111111111111,CA,UPS,in_transit
NW-2026-03-B727,2026-03-26,Customer-2725,274.56,cancelled,amex,250.176.84.227,FRAUD-SCORE-0.222,4111111111111111,GB,FedEx,delivered
NW-2026-03-G941,2026-03-12,Customer-2680,320.60,refunded,paypal,95.146.84.218,FRAUD-SCORE-0.304,5200828282828210,GB,FedEx,returned
NW-2026-03-I548,2026-03-28,Customer-6875,122.30,disputed,paypal,153.68.229.85,FRAUD-SCORE-0.132,4111111111111111,CA,UPS,returned
NW-2026-03-J343,2026-03-21,Customer-6404,332.53,disputed,amex,251.247.120.33,FRAUD-SCORE-0.579,4111111111111111,US,USPS,returned
NW-2026-03-C975,2026-03-24,Customer-8582,40.13,cancelled,amex,124.124.228.93,FRAUD-SCORE-0.248,4000000000000000,DE,USPS,in_transit
NW-2026-03-A325,2026-03-04,Customer-2093,404.09,refunded,paypal,251.14.165.228,FRAUD-SCORE-0.313,4000000000000000,DE,USPS,returned
NW-2026-03-D922,2026-03-06,Customer-6185,148.46,disputed,visa,73.115.253.62,FRAUD-SCORE-0.210,4111111111111111,US,DHL,returned
NW-2026-03-B620,2026-03-18,Customer-9718,159.74,completed,amex,79.59.23.119,FRAUD-SCORE-0.688,4111111111111111,CA,USPS,lost
NW-2026-03-H451,2026-03-02,Customer-3997,476.76,disputed,paypal,218.208.176.116,FRAUD-SCORE-0.851,4000000000000000,CA,FedEx,delivered
NW-2026-03-E980,2026-03-24,Customer-7537,234.47,disputed,visa,113.145.42.105,FRAUD-SCORE-0.843,4000000000000000,GB,FedEx,in_transit
NW-2026-03-A907,2026-03-01,Customer-5061,30.97,refunded,mastercard,251.229.21.246,FRAUD-SCORE-0.366,4111111111111111,US,FedEx,delivered
NW-2026-03-I932,2026-03-03,Customer-3164,159.60,disputed,paypal,194.151.21.245,FRAUD-SCORE-0.249,4111111111111111,US,FedEx,returned
NW-2026-03-J159,2026-03-18,Customer-4193,310.22,disputed,mastercard,106.66.62.166,FRAUD-SCORE-0.793,4000000000000000,GB,DHL,returned
NW-2026-03-I877,2026-03-22,Customer-4743,31.78,completed,mastercard,45.3.130.219,FRAUD-SCORE-0.202,4000000000000000,DE,UPS,in_transit
